id,type,severity,timestamp,week,product,entity,description,score,complaint_ids,observed,expected,ratio,p_value,companies_affected,company_list,avg_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score,novel_count,total_count,novel_share
clust_Debt collection_2024-04-01/2024-04-07_1,cluster_growing,high,2026-02-02 02:37:40.498574,2024-04-01/2024-04-07,Debt collection,,Cluster 'cluster_1' growing: 6.8% → 11.8%,6.680325554666883,"[8666733, 8687225, 8705583, 8686289, 8692188, 8692279, 8691113, 8677205, 8687228, 8705584]",,,,,,,,,1.0,cluster_1,6.83,11.85,6.68,,,
clust_Debt collection_2024-05-27/2024-06-02_8,cluster_shrinking,high,2026-02-02 02:37:40.102406,2024-05-27/2024-06-02,Debt collection,,Cluster 'cluster_8' shrinking: 3.8% → 0.4%,6.672279998173909,"[9105400, 9119706, 9106508, 9106578, 9119680]",,,,,,,,,8.0,cluster_8,3.76,0.35,-6.67,,,
clust_Debt collection_2024-03-18/2024-03-24_8,cluster_growing,high,2026-02-02 02:37:40.931414,2024-03-18/2024-03-24,Debt collection,,Cluster 'cluster_8' growing: 6.9% → 12.0%,6.653875495966673,"[8583140, 8595823, 8566919, 8604943, 8582999, 8604832, 8568845, 8582255, 8585840, 8582803]",,,,,,,,,8.0,cluster_8,6.91,12.0,6.65,,,
clust_Debt collection_2024-09-23/2024-09-29_22,cluster_growing,high,2026-02-02 02:37:39.842117,2024-09-23/2024-09-29,Debt collection,,Cluster 'cluster_22' growing: 1.2% → 3.7%,6.644052597540263,"[10245295, 10267445, 10268129, 10240198, 10259348, 10260945, 10281969, 10243829, 10269806, 10258259]",,,,,,,,,22.0,cluster_22,1.16,3.68,6.64,,,
clust_Debt collection_2024-12-09/2024-12-15_5,cluster_growing,high,2026-02-02 02:37:39.703368,2024-12-09/2024-12-15,Debt collection,,Cluster 'cluster_5' growing: 2.9% → 6.6%,6.64361641717283,"[11094850, 11122907, 11090099, 11144445, 11081313, 11108899, 11108913, 11095220, 11130471, 11094643]",,,,,,,,,5.0,cluster_5,2.93,6.61,6.64,,,
vol_Debt collection_2024-10-07/2024-10-13_f9f88ddc,volume_spike,medium,2026-02-02 02:37:40.784577,2024-10-07/2024-10-13,Debt collection,"United Collection Bureau, Inc.","United Collection Bureau, Inc.: 8 vs 2.7 expected (3.0x)",6.629474925577984,"[10384658, 10374495, 10482658, 10375436, 10413667, 10413854, 10402401, 10381826]",8.0,2.7,3.0,0.006168,,,,,,,,,,,,
clust_Debt collection_2024-05-06/2024-05-12_1,cluster_growing,high,2026-02-02 02:37:40.733472,2024-05-06/2024-05-12,Debt collection,,Cluster 'cluster_1' growing: 14.0% → 20.7%,6.5398278017372835,"[8960160, 8978673, 8935368, 8964496, 8958358, 8938693, 8968462, 8954518, 8937769, 8957620]",,,,,,,,,1.0,cluster_1,14.05,20.73,6.54,,,
vol_Debt collection_2023-11-27/2023-12-03_61988214,volume_spike,high,2026-02-02 02:37:39.408959,2023-11-27/2023-12-03,Debt collection,JPMORGAN CHASE & CO.,JPMORGAN CHASE & CO.: 7 vs 2.2 expected (3.1x),6.462297529604819,"[7914260, 7922410, 7930116, 7908028, 7909104, 7906329, 7941663]",7.0,2.2,3.11,0.008372,,,,,,,,,,,,
vol_Debt collection_2023-12-04/2023-12-10_dde8541e,volume_spike,high,2026-02-02 02:37:40.068318,2023-12-04/2023-12-10,Debt collection,Rent Recovery Solutions,Rent Recovery Solutions: 7 vs 2.2 expected (3.1x),6.462297529604819,"[7974678, 7958259, 7972389, 7962190, 7962266, 7971954, 7966783]",7.0,2.2,3.11,0.008372,,,,,,,,,,,,
vol_Debt collection_2024-02-12/2024-02-18_90b4584e,volume_spike,high,2026-02-02 02:37:40.584170,2024-02-12/2024-02-18,Debt collection,NAVY FEDERAL CREDIT UNION,NAVY FEDERAL CREDIT UNION: 7 vs 2.2 expected (3.1x),6.462297529604819,"[8343510, 8349783, 8359710, 8356022, 8328192, 8324930, 8334102]",7.0,2.2,3.11,0.008372,,,,,,,,,,,,
vol_Debt collection_2024-08-19/2024-08-25_3cd9d1bd,volume_spike,high,2026-02-02 02:37:40.665654,2024-08-19/2024-08-25,Debt collection,"Sequium Asset Solutions, LLC","Sequium Asset Solutions, LLC: 7 vs 2.2 expected (3.1x)",6.462297529604819,"[9898813, 9910695, 9920986, 9865966, 9866821, 9898482, 9866828]",7.0,2.2,3.11,0.008372,,,,,,,,,,,,
vol_Debt collection_2023-12-11/2023-12-17_cda7f2c4,volume_spike,high,2026-02-02 02:37:40.862103,2023-12-11/2023-12-17,Debt collection,"Eastern Account Systems of Connecticut, Inc.","Eastern Account Systems of Connecticut, Inc.: 7 vs 2.2 expected (3.1x)",6.462297529604819,"[7979217, 7992201, 7985675, 8011580, 7981505, 7993968, 7983319]",7.0,2.2,3.11,0.008372,,,,,,,,,,,,
clust_Debt collection_2024-04-15/2024-04-21_8,cluster_growing,high,2026-02-02 02:37:40.133457,2024-04-15/2024-04-21,Debt collection,,Cluster 'cluster_8' growing: 13.8% → 19.9%,6.452872042401338,"[8772716, 8799376, 8794491, 8802729, 8809579, 8812135, 8784470, 8793663, 8793245, 8772773]",,,,,,,,,8.0,cluster_8,13.77,19.94,6.45,,,
vol_Debt collection_2024-11-04/2024-11-10_48e972b9,volume_spike,medium,2026-02-02 02:37:40.890786,2024-11-04/2024-11-10,Debt collection,"Spring Oaks Capital, LLC","Spring Oaks Capital, LLC: 15 vs 6.2 expected (2.4x)",6.447411844186769,"[10693873, 10682247, 10689258, 10705138, 10715102, 10734060, 10743691, 10719802, 10695268, 10673827]",15.0,6.2,2.4,0.002059,,,,,,,,,,,,
vol_Debt collection_2024-08-12/2024-08-18_afb9f9ce,volume_spike,medium,2026-02-02 02:37:39.286343,2024-08-12/2024-08-18,Debt collection,"I.C. System, Inc.","I.C. System, Inc.: 26 vs 12.8 expected (2.0x)",6.388140289535271,"[9785696, 9841160, 9825177, 9822145, 9773807, 9777746, 9782934, 9767235, 9812148, 9811153]",26.0,12.8,2.04,0.000737,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_b9eba421,volume_spike,low,2026-02-02 02:37:39.898835,2025-01-20/2025-01-26,Debt collection,CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE FINANCIAL CORPORATION: 47 vs 26.8 expected (1.8x),6.332319222444768,"[11763668, 11739122, 11699154, 11737460, 11715708, 11701011, 11764680, 11753657, 11777385, 11711261]",47.0,26.8,1.76,0.000249,,,,,,,,,,,,
clust_Debt collection_2024-04-22/2024-04-28_11,cluster_shrinking,high,2026-02-02 02:37:40.431313,2024-04-22/2024-04-28,Debt collection,,Cluster 'cluster_11' shrinking: 6.1% → 2.4%,6.277284048192563,"[8863787, 8834328, 8857082, 8828258, 8834040, 8843360, 8831572, 8873640, 8825945, 8843133]",,,,,,,,,11.0,cluster_11,6.11,2.38,-6.28,,,
vol_Debt collection_2023-11-27/2023-12-03_772f4b13,volume_spike,low,2026-02-02 02:37:39.403969,2023-11-27/2023-12-03,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 71 vs 44.2 expected (1.6x),6.23577325012144,"[7923359, 7931151, 7905691, 7909357, 7906321, 7909038, 7908641, 7906539, 7930836, 7905913]",71.0,44.2,1.6,0.00013,,,,,,,,,,,,
vol_Debt collection_2024-09-30/2024-10-06_d4273ece,volume_spike,medium,2026-02-02 02:37:40.388105,2024-09-30/2024-10-06,Debt collection,AMERICAN EXPRESS COMPANY,AMERICAN EXPRESS COMPANY: 13 vs 5.2 expected (2.5x),6.2323875682514105,"[10309927, 10363128, 10326210, 10310025, 10317877, 10311327, 10326117, 10356913, 10358413, 10291841]",13.0,5.2,2.48,0.003041,,,,,,,,,,,,
vol_Debt collection_2024-08-26/2024-09-01_07895826,volume_spike,medium,2026-02-02 02:37:39.635885,2024-08-26/2024-09-01,Debt collection,TrueAccord Corp.,TrueAccord Corp.: 8 vs 2.8 expected (2.9x),6.207712088119433,"[9956159, 10001415, 9984789, 9948704, 9950273, 9950304, 9961942, 9926970]",8.0,2.8,2.91,0.007347,,,,,,,,,,,,
vol_Debt collection_2024-12-30/2025-01-05_939f9fb5,volume_spike,medium,2026-02-02 02:37:39.797538,2024-12-30/2025-01-05,Debt collection,Source Receivables Management LLC,Source Receivables Management LLC: 8 vs 2.8 expected (2.9x),6.207712088119433,"[11390944, 11380997, 11362534, 11332942, 11343378, 11328880, 11384074, 11387727]",8.0,2.8,2.91,0.007347,,,,,,,,,,,,
vol_Debt collection_2024-07-15/2024-07-21_90b4584e,volume_spike,medium,2026-02-02 02:37:40.524486,2024-07-15/2024-07-21,Debt collection,NAVY FEDERAL CREDIT UNION,NAVY FEDERAL CREDIT UNION: 8 vs 2.8 expected (2.9x),6.207712088119433,"[9565909, 9567673, 9513311, 9525949, 9560124, 9565199, 9543997, 9538950]",8.0,2.8,2.91,0.007347,,,,,,,,,,,,
clust_Debt collection_2024-03-11/2024-03-17_24,cluster_shrinking,high,2026-02-02 02:37:40.263164,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_24' shrinking: 8.8% → 4.4%,6.1416080501098245,"[8544892, 8537274, 8522114, 8542789, 8525438, 8534158, 8532037, 8521443, 8558366, 8562454]",,,,,,,,,24.0,cluster_24,8.76,4.37,-6.14,,,
vol_Debt collection_2024-04-15/2024-04-21_772f4b13,volume_spike,low,2026-02-02 02:37:40.120889,2024-04-15/2024-04-21,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 319 vs 250.0 expected (1.3x),6.132916660271034,"[8792450, 8793663, 8807010, 8801295, 8778625, 8822723, 8792800, 8792313, 8805527, 8812687]",319.0,250.0,1.28,1.6e-05,,,,,,,,,,,,
clust_Debt collection_2024-08-12/2024-08-18_6,cluster_growing,high,2026-02-02 02:37:39.298650,2024-08-12/2024-08-18,Debt collection,,Cluster 'cluster_6' growing: 2.7% → 5.9%,6.117737737439578,"[9808626, 9767732, 9828896, 9793620, 9794244, 9828092, 9825917, 9787770, 9771349, 9811619]",,,,,,,,,6.0,cluster_6,2.65,5.91,6.12,,,
vol_Debt collection_2024-03-11/2024-03-17_afb9f9ce,volume_spike,low,2026-02-02 02:37:40.252424,2024-03-11/2024-03-17,Debt collection,"I.C. System, Inc.","I.C. System, Inc.: 30 vs 15.5 expected (1.9x)",6.107960604529429,"[8550250, 8555475, 8565392, 8560588, 8515940, 8542323, 8552295, 8537382, 8541905, 8566661]",30.0,15.5,1.94,0.000699,,,,,,,,,,,,
vol_Debt collection_2024-03-18/2024-03-24_772f4b13,volume_spike,low,2026-02-02 02:37:40.919218,2024-03-18/2024-03-24,Debt collection,Experian Information Solutions Inc.,Experian Information Solutions Inc.: 222 vs 166.8 expected (1.3x),6.105787692780751,"[8601426, 8573037, 8583083, 8595823, 8566919, 8601238, 8622540, 8571462, 8604943, 8598644]",222.0,166.8,1.33,2.6e-05,,,,,,,,,,,,
vol_Debt collection_2024-08-12/2024-08-18_3976c962,volume_spike,medium,2026-02-02 02:37:39.289432,2024-08-12/2024-08-18,Debt collection,Velocity Portfolio Group,Velocity Portfolio Group: 9 vs 3.2 expected (2.8x),6.095832839766452,"[9814930, 9803181, 9803187, 9828518, 9841784, 9827861, 9814925, 9821612, 9773810]",9.0,3.2,2.77,0.006291,,,,,,,,,,,,
vol_Debt collection_2024-10-28/2024-11-03_07895826,volume_spike,medium,2026-02-02 02:37:39.665231,2024-10-28/2024-11-03,Debt collection,TrueAccord Corp.,TrueAccord Corp.: 9 vs 3.2 expected (2.8x),6.095832839766452,"[10664546, 10632423, 10644347, 10655678, 10670665, 10655771, 10654941, 10662170, 10616736]",9.0,3.2,2.77,0.006291,,,,,,,,,,,,
vol_Debt collection_2024-01-08/2024-01-14_3d72a197,volume_spike,medium,2026-02-02 02:37:40.812872,2024-01-08/2024-01-14,Debt collection,"W&A Intermediate Co., LLC","W&A Intermediate Co., LLC: 11 vs 4.2 expected (2.6x)",6.090622562152712,"[8149028, 8132525, 8126599, 8132415, 8145777, 8130447, 8136803, 8124876, 8138140, 8123289]",11.0,4.2,2.59,0.004434,,,,,,,,,,,,
clust_Debt collection_2025-01-06/2025-01-12_6,cluster_growing,high,2026-02-02 02:37:40.335266,2025-01-06/2025-01-12,Debt collection,,Cluster 'cluster_6' growing: 2.0% → 4.6%,6.069355808333281,"[11410204, 11434461, 11458681, 11393520, 11463189, 11464452, 11428182, 11463185, 11398064, 11412764]",,,,,,,,,6.0,cluster_6,1.96,4.61,6.07,,,
vol_Debt collection_2024-09-23/2024-09-29_90b4584e,volume_spike,medium,2026-02-02 02:37:39.831283,2024-09-23/2024-09-29,Debt collection,NAVY FEDERAL CREDIT UNION,NAVY FEDERAL CREDIT UNION: 10 vs 3.8 expected (2.7x),6.067031146777861,"[10224157, 10260605, 10252467, 10268977, 10244047, 10242378, 10221355, 10270675, 10258893, 10221506]",10.0,3.8,2.67,0.005307,,,,,,,,,,,,
clust_Debt collection_2024-03-11/2024-03-17_17,cluster_shrinking,high,2026-02-02 02:37:40.265113,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_17' shrinking: 7.0% → 3.2%,6.011588479194563,"[8524490, 8557947, 8533299, 8566305, 8552158, 8524743, 8523221, 8557450, 8530798, 8550366]",,,,,,,,,17.0,cluster_17,7.01,3.16,-6.01,,,
clust_Debt collection_2024-04-08/2024-04-14_1,cluster_growing,high,2026-02-02 02:37:39.614608,2024-04-08/2024-04-14,Debt collection,,Cluster 'cluster_1' growing: 8.4% → 13.2%,6.008257027004875,"[8727123, 8761100, 8725352, 8739047, 8726965, 8760169, 8761168, 8725248, 8729097, 8733183]",,,,,,,,,1.0,cluster_1,8.44,13.16,6.01,,,
vol_Debt collection_2025-01-20/2025-01-26_55672d6b,volume_spike,low,2026-02-02 02:37:39.896854,2025-01-20/2025-01-26,Debt collection,CL Holdings LLC,CL Holdings LLC: 94 vs 62.2 expected (1.5x),6.000532028226222,"[11586513, 11724472, 11970094, 11755584, 11702354, 11683602, 11743257, 11752201, 11736836, 11737512]",94.0,62.2,1.51,0.000106,,,,,,,,,,,,
vol_Debt collection_2024-10-07/2024-10-13_0a2029cc,volume_spike,low,2026-02-02 02:37:40.778613,2024-10-07/2024-10-13,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 189 vs 139.8 expected (1.4x)",5.904731467717851,"[10424603, 10397818, 10412337, 10422923, 10380264, 10379030, 10412488, 10432281, 10439733, 10375942]",189.0,139.8,1.35,4.3e-05,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_fb492726,volume_spike,medium,2026-02-02 02:37:39.731175,2025-01-13/2025-01-19,Debt collection,"CAINE & WEINER COMPANY, INC.","CAINE & WEINER COMPANY, INC.: 21 vs 10.0 expected (2.1x)",5.87806420584004,"[11661503, 11556735, 11516686, 11577871, 11669848, 11499590, 11633274, 11661125, 11582514, 11492493]",21.0,10.0,2.1,0.001588,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_439a1df6,volume_spike,low,2026-02-02 02:37:39.725478,2025-01-13/2025-01-19,Debt collection,"Portfolio Recovery Associates, LLC","Portfolio Recovery Associates, LLC: 82 vs 53.2 expected (1.5x)",5.8727211705828894,"[11575171, 11543788, 11577395, 11657610, 11546813, 11648192, 11560383, 11634906, 11625182, 11543808]",82.0,53.2,1.54,0.000154,,,,,,,,,,,,
clust_Debt collection_2024-01-15/2024-01-21_11,cluster_growing,high,2026-02-02 02:37:41.020485,2024-01-15/2024-01-21,Debt collection,,Cluster 'cluster_11' growing: 4.6% → 10.0%,5.818201227539876,"[8186226, 8167237, 8178392, 8183926, 8192236, 8181920, 8180818, 8183612, 8177752, 8168336]",,,,,,,,,11.0,cluster_11,4.63,9.97,5.82,,,
clust_Debt collection_2024-10-28/2024-11-03_10,cluster_growing,high,2026-02-02 02:37:39.673615,2024-10-28/2024-11-03,Debt collection,,Cluster 'cluster_10' growing: 10.4% → 16.0%,5.812181913252428,"[10631442, 10640055, 10618786, 10653740, 10606814, 10597984, 10612761, 10603014, 10652058, 10664546]",,,,,,,,,10.0,cluster_10,10.42,16.03,5.81,,,
vol_Debt collection_2025-01-20/2025-01-26_afb9f9ce,volume_spike,low,2026-02-02 02:37:39.901622,2025-01-20/2025-01-26,Debt collection,"I.C. System, Inc.","I.C. System, Inc.: 33 vs 17.8 expected (1.9x)",5.792689449248817,"[11714043, 11595445, 11721852, 11760626, 11586229, 11761625, 11776317, 11745650, 11727154, 11719913]",33.0,17.8,1.86,0.000766,,,,,,,,,,,,
clust_Debt collection_2024-02-19/2024-02-25_10,cluster_growing,high,2026-02-02 02:37:39.475267,2024-02-19/2024-02-25,Debt collection,,Cluster 'cluster_10' growing: 3.5% → 7.4%,5.767287888296736,"[8378810, 8411865, 8384189, 8382201, 8385920, 8404115, 8395376, 8379776, 8376225, 8374348]",,,,,,,,,10.0,cluster_10,3.5,7.38,5.77,,,
clust_Debt collection_2024-09-23/2024-09-29_5,cluster_shrinking,high,2026-02-02 02:37:39.842776,2024-09-23/2024-09-29,Debt collection,,Cluster 'cluster_5' shrinking: 6.6% → 2.7%,5.724492442721931,"[10255547, 10255534, 10254870, 10237793, 10270621, 10272837, 10254864, 10237626, 10275558, 10273997]",,,,,,,,,5.0,cluster_5,6.56,2.67,-5.72,,,
vol_Debt collection_2025-01-20/2025-01-26_e4651c04,volume_spike,low,2026-02-02 02:37:39.900727,2025-01-20/2025-01-26,Debt collection,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis","Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis: 34 vs 18.5 expected (1.8x)",5.710165391347502,"[11778711, 11755849, 11699056, 11701751, 11762483, 11618128, 11737972, 11610960, 11757950, 11776245]",34.0,18.5,1.84,0.000782,,,,,,,,,,,,
vol_Debt collection_2023-12-18/2023-12-24_ed9b4fcc,volume_spike,medium,2026-02-02 02:37:39.965286,2023-12-18/2023-12-24,Debt collection,SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL: 14 vs 6.0 expected (2.3x),5.693972036002148,"[8028288, 8026281, 8034042, 8046214, 8027583, 8029888, 8034508, 8015876, 8017029, 8049639]",14.0,6.0,2.33,0.003628,,,,,,,,,,,,
clust_Debt collection_2024-12-23/2024-12-29_1,cluster_shrinking,high,2026-02-02 02:37:39.587074,2024-12-23/2024-12-29,Debt collection,,Cluster 'cluster_1' shrinking: 8.2% → 3.5%,5.679619654223124,"[11289072, 11286568, 11299962, 11295775, 11289071, 11251542, 11294979, 11255948, 11257977, 11298210]",,,,,,,,,1.0,cluster_1,8.22,3.47,-5.68,,,
clust_Debt collection_2024-04-15/2024-04-21_19,cluster_shrinking,high,2026-02-02 02:37:40.134250,2024-04-15/2024-04-21,Debt collection,,Cluster 'cluster_19' shrinking: 13.4% → 8.4%,5.638698341198283,"[8796943, 8792800, 8771592, 8811501, 8792313, 8805527, 8811475, 8805368, 8786789, 8808828]",,,,,,,,,19.0,cluster_19,13.35,8.4,-5.64,,,
vol_Debt collection_2024-02-12/2024-02-18_b9eba421,volume_spike,medium,2026-02-02 02:37:40.583010,2024-02-12/2024-02-18,Debt collection,CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE FINANCIAL CORPORATION: 17 vs 7.8 expected (2.2x),5.626619036906407,"[8348600, 8352381, 8357153, 8344477, 8324866, 8344066, 8324549, 8331793, 8351405, 8324667]",17.0,7.8,2.19,0.002722,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_0a2029cc,volume_spike,low,2026-02-02 02:37:39.894922,2025-01-20/2025-01-26,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 135 vs 96.2 expected (1.4x)",5.545061999955273,"[11721221, 11605206, 11711092, 11717436, 11716936, 11780166, 11604043, 11704901, 11995360, 11720776]",135.0,96.2,1.4,0.000111,,,,,,,,,,,,
clust_Debt collection_2024-04-29/2024-05-05_8,cluster_shrinking,high,2026-02-02 02:37:39.384413,2024-04-29/2024-05-05,Debt collection,,Cluster 'cluster_8' shrinking: 17.4% → 11.7%,5.529773497976706,"[8910410, 8885949, 8886577, 8894742, 8885948, 8897598, 8917754, 8917401, 8886700, 8894425]",,,,,,,,,8.0,cluster_8,17.44,11.67,-5.53,,,
clust_Debt collection_2024-03-11/2024-03-17_11,cluster_growing,high,2026-02-02 02:37:40.262417,2024-03-11/2024-03-17,Debt collection,,Cluster 'cluster_11' growing: 6.2% → 10.2%,5.514039935346541,"[8522507, 8527803, 8553064, 8519206, 8524466, 8531550, 8527132, 8542308, 8523614, 8545441]",,,,,,,,,11.0,cluster_11,6.24,10.16,5.51,,,
clust_Debt collection_2024-01-22/2024-01-28_4,cluster_growing,high,2026-02-02 02:37:39.446003,2024-01-22/2024-01-28,Debt collection,,Cluster 'cluster_4' growing: 4.8% → 9.3%,5.467276423985047,"[8199628, 8201346, 8200814, 8226806, 8200812, 8214792, 8205494, 8207750, 8201914, 8217330]",,,,,,,,,4.0,cluster_4,4.85,9.35,5.47,,,
vol_Debt collection_2025-01-13/2025-01-19_a458aa9b,volume_spike,medium,2026-02-02 02:37:39.735068,2025-01-13/2025-01-19,Debt collection,NCB Management Services Inc.,NCB Management Services Inc.: 12 vs 5.0 expected (2.4x),5.432057217990249,"[11583829, 11506613, 11567034, 11583534, 11501458, 11521815, 11622037, 11520925, 11561677, 11633536]",12.0,5.0,2.4,0.005453,,,,,,,,,,,,
vol_Debt collection_2024-12-30/2025-01-05_213267a9,volume_spike,medium,2026-02-02 02:37:39.794186,2024-12-30/2025-01-05,Debt collection,"Southwest Credit Systems, L.P.","Southwest Credit Systems, L.P.: 12 vs 5.0 expected (2.4x)",5.432057217990249,"[11367546, 11337517, 11324599, 11314859, 11370617, 11381525, 11314842, 11327002, 11337695, 11386982]",12.0,5.0,2.4,0.005453,,,,,,,,,,,,
vol_Debt collection_2024-01-01/2024-01-07_afb9f9ce,volume_spike,medium,2026-02-02 02:37:41.069566,2024-01-01/2024-01-07,Debt collection,"I.C. System, Inc.","I.C. System, Inc.: 18 vs 8.5 expected (2.1x)",5.341846409451559,"[8087929, 8104268, 8094011, 8111375, 8119853, 8099198, 8092418, 8120193, 8103098, 8107835]",18.0,8.5,2.12,0.003002,,,,,,,,,,,,
clust_Debt collection_2024-02-12/2024-02-18_10,cluster_growing,high,2026-02-02 02:37:40.591361,2024-02-12/2024-02-18,Debt collection,,Cluster 'cluster_10' growing: 2.6% → 6.0%,5.299262635851554,"[8344464, 8336167, 8343407, 8335567, 8344515, 8339587, 8351868, 8347714, 8337827, 8358106]",,,,,,,,,10.0,cluster_10,2.6,6.0,5.3,,,
clust_Debt collection_2025-01-13/2025-01-19_1,cluster_shrinking,high,2026-02-02 02:37:39.748077,2025-01-13/2025-01-19,Debt collection,,Cluster 'cluster_1' shrinking: 2.4% → 0.5%,5.2764109210923404,"[11654324, 11544267, 11654577, 11557416, 11527929, 11668434, 11575363, 11656550, 11528421, 11492744]",,,,,,,,,1.0,cluster_1,2.36,0.5,-5.28,,,
clust_Debt collection_2024-12-02/2024-12-08_6,cluster_shrinking,high,2026-02-02 02:37:40.368750,2024-12-02/2024-12-08,Debt collection,,Cluster 'cluster_6' shrinking: 3.9% → 1.2%,5.2609165913672,"[11004299, 11028176, 11005045, 11054351, 11054955, 11056318, 10987205, 10984638, 11029771, 11004736]",,,,,,,,,6.0,cluster_6,3.92,1.18,-5.26,,,
vol_Debt collection_2024-04-08/2024-04-14_a458aa9b,volume_spike,medium,2026-02-02 02:37:39.605804,2024-04-08/2024-04-14,Debt collection,NCB Management Services Inc.,NCB Management Services Inc.: 10 vs 4.0 expected (2.5x),5.224474145417429,"[8745666, 8718453, 8728388, 8759638, 8729077, 8748709, 8730553, 8765166, 8758696, 8735953]",10.0,4.0,2.5,0.008132,,,,,,,,,,,,
vol_Debt collection_2024-09-23/2024-09-29_61988214,volume_spike,medium,2026-02-02 02:37:39.830367,2024-09-23/2024-09-29,Debt collection,JPMORGAN CHASE & CO.,JPMORGAN CHASE & CO.: 10 vs 4.0 expected (2.5x),5.224474145417429,"[10233139, 10254725, 10238523, 10280192, 10216844, 10216830, 10260972, 10279397, 10237175, 10285243]",10.0,4.0,2.5,0.008132,,,,,,,,,,,,
vol_Debt collection_2024-09-23/2024-09-29_d4273ece,volume_spike,medium,2026-02-02 02:37:39.832183,2024-09-23/2024-09-29,Debt collection,AMERICAN EXPRESS COMPANY,AMERICAN EXPRESS COMPANY: 10 vs 4.0 expected (2.5x),5.224474145417429,"[10220758, 10274308, 10286127, 10285285, 10286138, 10224726, 10222541, 10261701, 10261434, 10241052]",10.0,4.0,2.5,0.008132,,,,,,,,,,,,
vol_Debt collection_2024-04-15/2024-04-21_cac03e26,volume_spike,medium,2026-02-02 02:37:40.123746,2024-04-15/2024-04-21,Debt collection,"Affirm Holdings, Inc","Affirm Holdings, Inc: 10 vs 4.0 expected (2.5x)",5.224474145417429,"[8818812, 8806799, 8773671, 8794549, 8819411, 8823583, 8804236, 8823208, 8779695, 8798812]",10.0,4.0,2.5,0.008132,,,,,,,,,,,,
vol_Debt collection_2025-01-06/2025-01-12_f7c06c17,volume_spike,medium,2026-02-02 02:37:40.323946,2025-01-06/2025-01-12,Debt collection,"FAIR COLLECTIONS & OUTSOURCING, INC.","FAIR COLLECTIONS & OUTSOURCING, INC.: 10 vs 4.0 expected (2.5x)",5.224474145417429,"[11392788, 11456297, 11451265, 11488164, 11450685, 11477208, 11491001, 11463332, 11475276, 11389875]",10.0,4.0,2.5,0.008132,,,,,,,,,,,,
clust_Debt collection_2024-04-22/2024-04-28_20,cluster_growing,high,2026-02-02 02:37:40.430477,2024-04-22/2024-04-28,Debt collection,,Cluster 'cluster_20' growing: 4.7% → 7.8%,5.2230991214879685,"[8867999, 8870588, 8828478, 8844422, 8840304, 8848170, 8874696, 8874490, 8839710, 8874493]",,,,,,,,,20.0,cluster_20,4.68,7.79,5.22,,,
vol_Debt collection_2024-03-18/2024-03-24_e4651c04,volume_spike,low,2026-02-02 02:37:40.921469,2024-03-18/2024-03-24,Debt collection,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis","Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis: 28 vs 15.0 expected (1.9x)",5.162336449347493,"[8588065, 8609854, 8607813, 8609471, 8590215, 8572893, 8603326, 8617570, 8596195, 8615804]",28.0,15.0,1.87,0.001716,,,,,,,,,,,,
vol_Debt collection_2024-12-16/2024-12-22_8f69f7e7,volume_spike,medium,2026-02-02 02:37:39.321076,2024-12-16/2024-12-22,Debt collection,"Collection Management Holdings, LLC","Collection Management Holdings, LLC: 9 vs 3.5 expected (2.6x)",5.157056347499045,"[11211955, 11205343, 11208496, 11164334, 11192769, 11202305, 11191353, 11181779, 11203518]",9.0,3.5,2.57,0.009874,,,,,,,,,,,,
vol_Debt collection_2024-02-19/2024-02-25_f7c06c17,volume_spike,medium,2026-02-02 02:37:39.467120,2024-02-19/2024-02-25,Debt collection,"FAIR COLLECTIONS & OUTSOURCING, INC.","FAIR COLLECTIONS & OUTSOURCING, INC.: 9 vs 3.5 expected (2.6x)",5.157056347499045,"[8390332, 8415829, 8388355, 8408341, 8405719, 8383864, 8379236, 8412278, 8387224]",9.0,3.5,2.57,0.009874,,,,,,,,,,,,
