alert_id,type,severity,week,description,score,entity,observed,expected,ratio,p_value,companies_affected,company_list,avg_growth_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score
clust_2024-09-30/2024-10-06_3,cluster_growing,high,2024-09-30/2024-10-06,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 4.4% → 9.1%",7.014738840414528,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",4.4,9.12,7.01
vol_2024-03-11/2024-03-17_723,volume_spike,medium,2024-03-11/2024-03-17,"CITIBANK, N.A.: 13 complaints vs 5.0 expected (2.6x)",7.006728498152899,"CITIBANK, N.A.",13.0,5.0,2.6,0.002019,,,,,,,,,
corr_2024-09-02/2024-09-08,correlated_spike,medium,2024-09-02/2024-09-08,3 companies spiked together (avg 2.3x),7.006535947712418,,,,,,3.0,"['NRA Group, LLC', 'ProCollect, Inc.', 'U.S. BANCORP']",2.34,"{'Written notification about debt': 8, 'Attempts to collect debt not owed': 8, 'Took or threatened to take negative or legal action': 2}",,,,,
clust_2025-01-20/2025-01-26_11,cluster_growing,high,2025-01-20/2025-01-26,"Cluster 'xxxx, credit, account, reporting, information' growing: 7.5% → 12.3%",7.005774059477722,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",7.52,12.32,7.01
vol_2024-11-18/2024-11-24_7139,volume_spike,medium,2024-11-18/2024-11-24,Absolute Resolutions Corp.: 11 complaints vs 4.0 expected (2.8x),7.00347288058531,Absolute Resolutions Corp.,11.0,4.0,2.75,0.00284,,,,,,,,,
vol_2023-12-11/2023-12-17_8719,volume_spike,high,2023-12-11/2023-12-17,"Diversified Adjustment Service, Inc.: 6 complaints vs 1.8 expected (3.4x)",6.992090438389245,"Diversified Adjustment Service, Inc.",6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2023-12-11/2023-12-17_8783,volume_spike,high,2023-12-11/2023-12-17,Zions Debt Holdings: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,Zions Debt Holdings,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-05-20/2024-05-26_8072,volume_spike,high,2024-05-20/2024-05-26,V and H Portfolio: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,V and H Portfolio,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-06-10/2024-06-16_6274,volume_spike,high,2024-06-10/2024-06-16,TrueAccord Corp.: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,TrueAccord Corp.,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-07-08/2024-07-14_1345,volume_spike,high,2024-07-08/2024-07-14,NAVY FEDERAL CREDIT UNION: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,NAVY FEDERAL CREDIT UNION,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-07-22/2024-07-28_3198,volume_spike,high,2024-07-22/2024-07-28,TD BANK US HOLDING COMPANY: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,TD BANK US HOLDING COMPANY,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-10-21/2024-10-27_3031,volume_spike,high,2024-10-21/2024-10-27,GOLDMAN SACHS BANK USA: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,GOLDMAN SACHS BANK USA,6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2024-11-04/2024-11-10_2933,volume_spike,high,2024-11-04/2024-11-10,"The CBE Group, Inc.: 6 complaints vs 1.8 expected (3.4x)",6.992090438389245,"The CBE Group, Inc.",6.0,1.8,3.43,0.009134,,,,,,,,,
vol_2025-01-13/2025-01-19_2176,volume_spike,high,2025-01-13/2025-01-19,CCF Intermediate Holdings LLC: 6 complaints vs 1.8 expected (3.4x),6.992090438389245,CCF Intermediate Holdings LLC,6.0,1.8,3.43,0.009134,,,,,,,,,
clust_2024-06-17/2024-06-23_21,cluster_shrinking,high,2024-06-17/2024-06-23,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 8.3% → 2.8%",6.984992594484278,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",8.33,2.75,-6.98
vol_2024-04-22/2024-04-28_2224,volume_spike,medium,2024-04-22/2024-04-28,Velocity Portfolio Group: 12 complaints vs 4.5 expected (2.7x),6.984038113986086,Velocity Portfolio Group,12.0,4.5,2.67,0.002404,,,,,,,,,
vol_2024-07-22/2024-07-28_37,volume_spike,medium,2024-07-22/2024-07-28,JPMORGAN CHASE & CO.: 12 complaints vs 4.5 expected (2.7x),6.984038113986086,JPMORGAN CHASE & CO.,12.0,4.5,2.67,0.002404,,,,,,,,,
vol_2024-08-12/2024-08-18_7766,volume_spike,low,2024-08-12/2024-08-18,"EQUIFAX, INC.: 172 complaints vs 122.0 expected (1.4x)",6.966794462988487,"EQUIFAX, INC.",172.0,122.0,1.41,1.1e-05,,,,,,,,,
clust_2024-04-01/2024-04-07_21,cluster_growing,high,2024-04-01/2024-04-07,"Cluster 'accounts, listed accounts, listed, accounts credit' growing: 7.0% → 12.4%",6.956009952985227,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",7.04,12.35,6.96
vol_2025-01-20/2025-01-26_976,volume_spike,low,2025-01-20/2025-01-26,Resurgent Capital Services L.P.: 163 complaints vs 114.8 expected (1.4x),6.943072781895908,Resurgent Capital Services L.P.,163.0,114.8,1.42,1.3e-05,,,,,,,,,
vol_2024-10-07/2024-10-13_7766,volume_spike,low,2024-10-07/2024-10-13,"EQUIFAX, INC.: 180 complaints vs 128.8 expected (1.4x)",6.9024481350141595,"EQUIFAX, INC.",180.0,128.8,1.4,1.2e-05,,,,,,,,,
corr_2024-03-18/2024-03-24,correlated_spike,medium,2024-03-18/2024-03-24,3 companies spiked together (avg 2.3x),6.901428571428571,,,,,,3.0,"['CAVALRY INVESTMENTS, LLC', 'Spring Oaks Capital, LLC', 'Velocity Portfolio Group']",2.3,"{'Written notification about debt': 14, 'Attempts to collect debt not owed': 9, 'Took or threatened to take negative or legal action': 3}",,,,,
clust_2024-06-17/2024-06-23_26,cluster_shrinking,high,2024-06-17/2024-06-23,"Cluster 'transactions, wish, formally, transactions consume' shrinking: 3.8% → 0.2%",6.872791066907173,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",3.83,0.15,-6.87
clust_2024-04-08/2024-04-14_26,cluster_shrinking,high,2024-04-08/2024-04-14,"Cluster 'transactions, wish, formally, transactions consume' shrinking: 14.3% → 8.2%",6.78114471613025,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",14.31,8.16,-6.78
vol_2024-09-16/2024-09-22_8179,volume_spike,medium,2024-09-16/2024-09-22,T.S. Holdings: 17 complaints vs 7.2 expected (2.3x),6.703756728521116,T.S. Holdings,17.0,7.2,2.34,0.001384,,,,,,,,,
clust_2024-12-09/2024-12-15_16,cluster_growing,high,2024-12-09/2024-12-15,"Cluster 'transactions, transactions report, authorize, repo' growing: 2.9% → 6.6%",6.690069448718203,,,,,,,,,,16.0,"transactions, transactions report, authorize, report, did",2.91,6.61,6.69
clust_2024-06-03/2024-06-09_21,cluster_shrinking,high,2024-06-03/2024-06-09,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 8.0% → 3.0%",6.6857441194990335,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",7.98,3.0,-6.69
clust_2025-01-13/2025-01-19_3,cluster_shrinking,high,2025-01-13/2025-01-19,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 2.3% → 0.1%",6.680436159255017,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",2.31,0.05,-6.68
clust_2024-01-22/2024-01-28_11,cluster_shrinking,high,2024-01-22/2024-01-28,"Cluster 'xxxx, credit, account, reporting, information' shrinking: 14.5% → 6.9%",6.645496952100087,,,,,,,,,,11.0,"xxxx, credit, account, reporting, information",14.47,6.88,-6.65
corr_2024-12-23/2024-12-29,correlated_spike,medium,2024-12-23/2024-12-29,3 companies spiked together (avg 2.2x),6.5777777777777775,,,,,,3.0,"['NRA Group, LLC', 'Self Financial Inc.', 'Velocity Portfolio Group']",2.19,"{'Attempts to collect debt not owed': 7, 'False statements or representation': 6, 'Written notification about debt': 2}",,,,,
vol_2023-11-27/2023-12-03_37,volume_spike,high,2023-11-27/2023-12-03,JPMORGAN CHASE & CO.: 7 complaints vs 2.2 expected (3.1x),6.462297529604819,JPMORGAN CHASE & CO.,7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2023-12-04/2023-12-10_6223,volume_spike,high,2023-12-04/2023-12-10,Rent Recovery Solutions: 7 complaints vs 2.2 expected (3.1x),6.462297529604819,Rent Recovery Solutions,7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2023-12-11/2023-12-17_2401,volume_spike,high,2023-12-11/2023-12-17,"Eastern Account Systems of Connecticut, Inc.: 7 complaints vs 2.2 expected (3.1x)",6.462297529604819,"Eastern Account Systems of Connecticut, Inc.",7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-02-12/2024-02-18_2401,volume_spike,high,2024-02-12/2024-02-18,"Eastern Account Systems of Connecticut, Inc.: 7 complaints vs 2.2 expected (3.1x)",6.462297529604819,"Eastern Account Systems of Connecticut, Inc.",7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-02-12/2024-02-18_1345,volume_spike,high,2024-02-12/2024-02-18,NAVY FEDERAL CREDIT UNION: 7 complaints vs 2.2 expected (3.1x),6.462297529604819,NAVY FEDERAL CREDIT UNION,7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-06-24/2024-06-30_8072,volume_spike,high,2024-06-24/2024-06-30,V and H Portfolio: 7 complaints vs 2.2 expected (3.1x),6.462297529604819,V and H Portfolio,7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-08-19/2024-08-25_8725,volume_spike,high,2024-08-19/2024-08-25,"Sequium Asset Solutions, LLC: 7 complaints vs 2.2 expected (3.1x)",6.462297529604819,"Sequium Asset Solutions, LLC",7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-12-30/2025-01-05_8072,volume_spike,high,2024-12-30/2025-01-05,V and H Portfolio: 7 complaints vs 2.2 expected (3.1x),6.462297529604819,V and H Portfolio,7.0,2.2,3.11,0.008372,,,,,,,,,
vol_2024-11-04/2024-11-10_7265,volume_spike,medium,2024-11-04/2024-11-10,"Spring Oaks Capital, LLC: 15 complaints vs 6.2 expected (2.4x)",6.447411844186769,"Spring Oaks Capital, LLC",15.0,6.2,2.4,0.002059,,,,,,,,,
vol_2024-08-12/2024-08-18_942,volume_spike,medium,2024-08-12/2024-08-18,"I.C. System, Inc.: 26 complaints vs 12.8 expected (2.0x)",6.388140289535271,"I.C. System, Inc.",26.0,12.8,2.04,0.000737,,,,,,,,,
vol_2025-01-20/2025-01-26_2310,volume_spike,low,2025-01-20/2025-01-26,CAPITAL ONE FINANCIAL CORPORATION: 47 complaints vs 26.8 expected (1.8x),6.332319222444768,CAPITAL ONE FINANCIAL CORPORATION,47.0,26.8,1.76,0.000249,,,,,,,,,
vol_2023-11-27/2023-12-03_6765,volume_spike,low,2023-11-27/2023-12-03,Experian Information Solutions Inc.: 71 complaints vs 44.2 expected (1.6x),6.23577325012144,Experian Information Solutions Inc.,71.0,44.2,1.6,0.00013,,,,,,,,,
vol_2024-09-30/2024-10-06_229,volume_spike,medium,2024-09-30/2024-10-06,AMERICAN EXPRESS COMPANY: 13 complaints vs 5.2 expected (2.5x),6.2323875682514105,AMERICAN EXPRESS COMPANY,13.0,5.2,2.48,0.003041,,,,,,,,,
vol_2024-12-16/2024-12-22_6274,volume_spike,medium,2024-12-16/2024-12-22,TrueAccord Corp.: 13 complaints vs 5.2 expected (2.5x),6.2323875682514105,TrueAccord Corp.,13.0,5.2,2.48,0.003041,,,,,,,,,
vol_2024-07-15/2024-07-21_1345,volume_spike,medium,2024-07-15/2024-07-21,NAVY FEDERAL CREDIT UNION: 8 complaints vs 2.8 expected (2.9x),6.207712088119433,NAVY FEDERAL CREDIT UNION,8.0,2.8,2.91,0.007347,,,,,,,,,
vol_2024-08-26/2024-09-01_6274,volume_spike,medium,2024-08-26/2024-09-01,TrueAccord Corp.: 8 complaints vs 2.8 expected (2.9x),6.207712088119433,TrueAccord Corp.,8.0,2.8,2.91,0.007347,,,,,,,,,
vol_2024-12-30/2025-01-05_3729,volume_spike,medium,2024-12-30/2025-01-05,Source Receivables Management LLC: 8 complaints vs 2.8 expected (2.9x),6.207712088119433,Source Receivables Management LLC,8.0,2.8,2.91,0.007347,,,,,,,,,
clust_2024-03-11/2024-03-17_8,cluster_shrinking,high,2024-03-11/2024-03-17,"Cluster 'xxxx, xxxx xxxx, xx, debt, account' shrinking: 15.6% → 9.8%",6.157893160305957,,,,,,,,,,8.0,"xxxx, xxxx xxxx, xx, debt, account",15.58,9.79,-6.16
vol_2024-04-15/2024-04-21_6765,volume_spike,low,2024-04-15/2024-04-21,Experian Information Solutions Inc.: 319 complaints vs 250.0 expected (1.3x),6.132916660271034,Experian Information Solutions Inc.,319.0,250.0,1.28,1.6e-05,,,,,,,,,
clust_2024-08-12/2024-08-18_9,cluster_growing,high,2024-08-12/2024-08-18,"Cluster 'invaluable ensuring, feedback insights, expertise ' growing: 2.7% → 5.9%",6.117737737439578,,,,,,,,,,9.0,"invaluable ensuring, feedback insights, expertise invaluable, completeness feedback, review examine",2.65,5.91,6.12
clust_2024-02-19/2024-02-25_20,cluster_shrinking,high,2024-02-19/2024-02-25,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 5.5% → 1.4%",6.109695351572072,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",5.53,1.38,-6.11
vol_2024-03-11/2024-03-17_942,volume_spike,low,2024-03-11/2024-03-17,"I.C. System, Inc.: 30 complaints vs 15.5 expected (1.9x)",6.107960604529429,"I.C. System, Inc.",30.0,15.5,1.94,0.000699,,,,,,,,,
vol_2024-03-18/2024-03-24_6765,volume_spike,low,2024-03-18/2024-03-24,Experian Information Solutions Inc.: 222 complaints vs 166.8 expected (1.3x),6.105787692780751,Experian Information Solutions Inc.,222.0,166.8,1.33,2.6e-05,,,,,,,,,
vol_2024-08-12/2024-08-18_2224,volume_spike,medium,2024-08-12/2024-08-18,Velocity Portfolio Group: 9 complaints vs 3.2 expected (2.8x),6.095832839766452,Velocity Portfolio Group,9.0,3.2,2.77,0.006291,,,,,,,,,
vol_2024-10-28/2024-11-03_6274,volume_spike,medium,2024-10-28/2024-11-03,TrueAccord Corp.: 9 complaints vs 3.2 expected (2.8x),6.095832839766452,TrueAccord Corp.,9.0,3.2,2.77,0.006291,,,,,,,,,
vol_2024-01-08/2024-01-14_9195,volume_spike,medium,2024-01-08/2024-01-14,"W&A Intermediate Co., LLC: 11 complaints vs 4.2 expected (2.6x)",6.090622562152712,"W&A Intermediate Co., LLC",11.0,4.2,2.59,0.004434,,,,,,,,,
clust_2025-01-06/2025-01-12_9,cluster_growing,high,2025-01-06/2025-01-12,"Cluster 'invaluable ensuring, feedback insights, expertise ' growing: 2.0% → 4.6%",6.069355808333281,,,,,,,,,,9.0,"invaluable ensuring, feedback insights, expertise invaluable, completeness feedback, review examine",1.96,4.61,6.07
vol_2024-09-23/2024-09-29_1345,volume_spike,medium,2024-09-23/2024-09-29,NAVY FEDERAL CREDIT UNION: 10 complaints vs 3.8 expected (2.7x),6.067031146777861,NAVY FEDERAL CREDIT UNION,10.0,3.8,2.67,0.005307,,,,,,,,,
vol_2024-11-18/2024-11-24_2063,volume_spike,medium,2024-11-18/2024-11-24,"Affirm Holdings, Inc: 10 complaints vs 3.8 expected (2.7x)",6.067031146777861,"Affirm Holdings, Inc",10.0,3.8,2.67,0.005307,,,,,,,,,
clust_2024-03-11/2024-03-17_18,cluster_shrinking,high,2024-03-11/2024-03-17,"Cluster 'debt, company, xxxx, credit, account' shrinking: 19.0% → 12.8%",6.063441704881246,,,,,,,,,,18.0,"debt, company, xxxx, credit, account",19.01,12.79,-6.06
clust_2024-02-05/2024-02-11_20,cluster_shrinking,high,2024-02-05/2024-02-11,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 7.3% → 1.9%",6.0503441861676,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",7.27,1.87,-6.05
vol_2025-01-20/2025-01-26_5823,volume_spike,low,2025-01-20/2025-01-26,CL Holdings LLC: 94 complaints vs 62.2 expected (1.5x),6.000532028226222,CL Holdings LLC,94.0,62.2,1.51,0.000106,,,,,,,,,
clust_2024-10-07/2024-10-13_13,cluster_growing,high,2024-10-07/2024-10-13,"Cluster 'creditor, debt, original creditor, original, dispu' growing: 2.0% → 4.7%",5.914989917335149,,,,,,,,,,13.0,"creditor, debt, original creditor, original, dispute",2.01,4.67,5.91
vol_2024-10-07/2024-10-13_3109,volume_spike,low,2024-10-07/2024-10-13,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 189 complaints vs 139.8 expected (1.4x)",5.904731467717851,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",189.0,139.8,1.35,4.3e-05,,,,,,,,,
vol_2025-01-13/2025-01-19_5165,volume_spike,medium,2025-01-13/2025-01-19,"CAINE & WEINER COMPANY, INC.: 21 complaints vs 10.0 expected (2.1x)",5.87806420584004,"CAINE & WEINER COMPANY, INC.",21.0,10.0,2.1,0.001588,,,,,,,,,
clust_2024-03-11/2024-03-17_29,cluster_shrinking,high,2024-03-11/2024-03-17,"Cluster '1006, cfr 1006, 34, 12 cfr, cfr' shrinking: 5.2% → 1.9%",5.876830098776378,,,,,,,,,,29.0,"1006, cfr 1006, 34, 12 cfr, cfr",5.17,1.95,-5.88
vol_2025-01-13/2025-01-19_5564,volume_spike,low,2025-01-13/2025-01-19,"Portfolio Recovery Associates, LLC: 82 complaints vs 53.2 expected (1.5x)",5.8727211705828894,"Portfolio Recovery Associates, LLC",82.0,53.2,1.54,0.000154,,,,,,,,,
clust_2024-10-28/2024-11-03_5,cluster_growing,high,2024-10-28/2024-11-03,"Cluster 'debt, xxxx, collection, validation, request' growing: 6.5% → 11.2%",5.836949611767202,,,,,,,,,,5.0,"debt, xxxx, collection, validation, request",6.53,11.16,5.84
vol_2025-01-20/2025-01-26_942,volume_spike,low,2025-01-20/2025-01-26,"I.C. System, Inc.: 33 complaints vs 17.8 expected (1.9x)",5.792689449248817,"I.C. System, Inc.",33.0,17.8,1.86,0.000766,,,,,,,,,
clust_2024-05-13/2024-05-19_18,cluster_growing,high,2024-05-13/2024-05-19,"Cluster 'debt, company, xxxx, credit, account' growing: 11.9% → 17.6%",5.745655939097472,,,,,,,,,,18.0,"debt, company, xxxx, credit, account",11.87,17.58,5.75
clust_2024-09-23/2024-09-29_16,cluster_shrinking,high,2024-09-23/2024-09-29,"Cluster 'transactions, transactions report, authorize, repo' shrinking: 6.6% → 2.7%",5.724492442721931,,,,,,,,,,16.0,"transactions, transactions report, authorize, report, did",6.56,2.67,-5.72
vol_2025-01-20/2025-01-26_9132,volume_spike,low,2025-01-20/2025-01-26,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis: 34 complaints vs 18.5 expected (1.8x)",5.710165391347502,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",34.0,18.5,1.84,0.000782,,,,,,,,,
vol_2023-12-18/2023-12-24_7729,volume_spike,medium,2023-12-18/2023-12-24,SYNCHRONY FINANCIAL: 14 complaints vs 6.0 expected (2.3x),5.693972036002148,SYNCHRONY FINANCIAL,14.0,6.0,2.33,0.003628,,,,,,,,,
clust_2024-01-29/2024-02-04_20,cluster_shrinking,high,2024-01-29/2024-02-04,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 7.4% → 2.1%",5.693490550271826,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",7.38,2.1,-5.69
clust_2024-12-23/2024-12-29_3,cluster_shrinking,high,2024-12-23/2024-12-29,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 7.9% → 3.3%",5.6336591756303225,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",7.93,3.3,-5.63
vol_2024-02-12/2024-02-18_2310,volume_spike,medium,2024-02-12/2024-02-18,CAPITAL ONE FINANCIAL CORPORATION: 17 complaints vs 7.8 expected (2.2x),5.626619036906407,CAPITAL ONE FINANCIAL CORPORATION,17.0,7.8,2.19,0.002722,,,,,,,,,
clust_2024-05-27/2024-06-02_15,cluster_shrinking,high,2024-05-27/2024-06-02,"Cluster 'blocked, transactions, want, transactions blocked,' shrinking: 6.7% → 2.8%",5.590271955572393,,,,,,,,,,15.0,"blocked, transactions, want, transactions blocked, removed important",6.7,2.8,-5.59
clust_2024-05-20/2024-05-26_20,cluster_shrinking,high,2024-05-20/2024-05-26,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 3.2% → 0.5%",5.5860668045274045,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",3.16,0.55,-5.59
vol_2025-01-20/2025-01-26_3109,volume_spike,low,2025-01-20/2025-01-26,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 135 complaints vs 96.2 expected (1.4x)",5.545061999955273,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",135.0,96.2,1.4,0.000111,,,,,,,,,
clust_2024-04-22/2024-04-28_20,cluster_shrinking,high,2024-04-22/2024-04-28,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 6.6% → 3.1%",5.50885666573665,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",6.58,3.15,-5.51
clust_2024-12-02/2024-12-08_9,cluster_shrinking,high,2024-12-02/2024-12-08,"Cluster 'invaluable ensuring, feedback insights, expertise ' shrinking: 3.9% → 1.1%",5.463294642189033,,,,,,,,,,9.0,"invaluable ensuring, feedback insights, expertise invaluable, completeness feedback, review examine",3.86,1.05,-5.46
clust_2024-04-01/2024-04-07_26,cluster_growing,high,2024-04-01/2024-04-07,"Cluster 'transactions, wish, formally, transactions consume' growing: 10.8% → 15.7%",5.439698072981438,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",10.79,15.69,5.44
vol_2024-12-30/2025-01-05_4625,volume_spike,medium,2024-12-30/2025-01-05,"Southwest Credit Systems, L.P.: 12 complaints vs 5.0 expected (2.4x)",5.432057217990249,"Southwest Credit Systems, L.P.",12.0,5.0,2.4,0.005453,,,,,,,,,
vol_2025-01-13/2025-01-19_6497,volume_spike,medium,2025-01-13/2025-01-19,NCB Management Services Inc.: 12 complaints vs 5.0 expected (2.4x),5.432057217990249,NCB Management Services Inc.,12.0,5.0,2.4,0.005453,,,,,,,,,
clust_2024-07-22/2024-07-28_22,cluster_growing,high,2024-07-22/2024-07-28,"Cluster 'debt, collector, debt collector, consumer, alleged' growing: 4.4% → 8.3%",5.35917479464157,,,,,,,,,,22.0,"debt, collector, debt collector, consumer, alleged",4.45,8.28,5.36
clust_2024-06-17/2024-06-23_10,cluster_growing,high,2024-06-17/2024-06-23,"Cluster 'recognize significance, ve identified, inaccurate ' growing: 8.8% → 13.6%",5.3586903250577045,,,,,,,,,,10.0,"recognize significance, ve identified, inaccurate troubling, erroneous entries, identified accounts",8.75,13.62,5.36
vol_2024-01-01/2024-01-07_942,volume_spike,medium,2024-01-01/2024-01-07,"I.C. System, Inc.: 18 complaints vs 8.5 expected (2.1x)",5.341846409451559,"I.C. System, Inc.",18.0,8.5,2.12,0.003002,,,,,,,,,
vol_2024-04-08/2024-04-14_6497,volume_spike,medium,2024-04-08/2024-04-14,NCB Management Services Inc.: 10 complaints vs 4.0 expected (2.5x),5.224474145417429,NCB Management Services Inc.,10.0,4.0,2.5,0.008132,,,,,,,,,
vol_2024-04-15/2024-04-21_2063,volume_spike,medium,2024-04-15/2024-04-21,"Affirm Holdings, Inc: 10 complaints vs 4.0 expected (2.5x)",5.224474145417429,"Affirm Holdings, Inc",10.0,4.0,2.5,0.008132,,,,,,,,,
vol_2024-09-23/2024-09-29_229,volume_spike,medium,2024-09-23/2024-09-29,AMERICAN EXPRESS COMPANY: 10 complaints vs 4.0 expected (2.5x),5.224474145417429,AMERICAN EXPRESS COMPANY,10.0,4.0,2.5,0.008132,,,,,,,,,
vol_2024-09-23/2024-09-29_37,volume_spike,medium,2024-09-23/2024-09-29,JPMORGAN CHASE & CO.: 10 complaints vs 4.0 expected (2.5x),5.224474145417429,JPMORGAN CHASE & CO.,10.0,4.0,2.5,0.008132,,,,,,,,,
vol_2025-01-06/2025-01-12_8719,volume_spike,medium,2025-01-06/2025-01-12,"FAIR COLLECTIONS & OUTSOURCING, INC.: 10 complaints vs 4.0 expected (2.5x)",5.224474145417429,"FAIR COLLECTIONS & OUTSOURCING, INC.",10.0,4.0,2.5,0.008132,,,,,,,,,
clust_2024-06-10/2024-06-16_3,cluster_growing,high,2024-06-10/2024-06-16,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 3.7% → 6.9%",5.215961751653685,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",3.65,6.93,5.22
clust_2024-03-11/2024-03-17_21,cluster_growing,high,2024-03-11/2024-03-17,"Cluster 'accounts, listed accounts, listed, accounts credit' growing: 1.5% → 3.5%",5.214772627693033,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",1.5,3.53,5.21
clust_2024-09-09/2024-09-15_12,cluster_shrinking,high,2024-09-09/2024-09-15,"Cluster 'code 1692e, 1692e, 15 code, code, nature legal' shrinking: 2.5% → 0.3%",5.178767433142385,,,,,,,,,,12.0,"code 1692e, 1692e, 15 code, code, nature legal",2.55,0.29,-5.18
clust_2025-01-06/2025-01-12_20,cluster_shrinking,high,2025-01-06/2025-01-12,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 4.1% → 1.5%",5.165837909333066,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",4.14,1.54,-5.17
vol_2024-03-18/2024-03-24_9132,volume_spike,low,2024-03-18/2024-03-24,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis: 28 complaints vs 15.0 expected (1.9x)",5.162336449347493,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",28.0,15.0,1.87,0.001716,,,,,,,,,
vol_2024-02-05/2024-02-11_6274,volume_spike,medium,2024-02-05/2024-02-11,TrueAccord Corp.: 9 complaints vs 3.5 expected (2.6x),5.157056347499045,TrueAccord Corp.,9.0,3.5,2.57,0.009874,,,,,,,,,
vol_2024-02-19/2024-02-25_8719,volume_spike,medium,2024-02-19/2024-02-25,"FAIR COLLECTIONS & OUTSOURCING, INC.: 9 complaints vs 3.5 expected (2.6x)",5.157056347499045,"FAIR COLLECTIONS & OUTSOURCING, INC.",9.0,3.5,2.57,0.009874,,,,,,,,,
vol_2024-03-18/2024-03-24_2224,volume_spike,medium,2024-03-18/2024-03-24,Velocity Portfolio Group: 9 complaints vs 3.5 expected (2.6x),5.157056347499045,Velocity Portfolio Group,9.0,3.5,2.57,0.009874,,,,,,,,,
vol_2024-12-16/2024-12-22_8156,volume_spike,medium,2024-12-16/2024-12-22,"Collection Management Holdings, LLC: 9 complaints vs 3.5 expected (2.6x)",5.157056347499045,"Collection Management Holdings, LLC",9.0,3.5,2.57,0.009874,,,,,,,,,
vol_2025-01-06/2025-01-12_7139,volume_spike,medium,2025-01-06/2025-01-12,Absolute Resolutions Corp.: 9 complaints vs 3.5 expected (2.6x),5.157056347499045,Absolute Resolutions Corp.,9.0,3.5,2.57,0.009874,,,,,,,,,
